#,Hanzi,Unicode,Mandarin reading(s),level
798,谷,U+8C37,gǔ,1
799,妥,U+59A5,tuǒ,1
800,含,U+542B,hán,1
801,邻,U+90BB,lín,1
802,岔,U+5C94,chà,1
803,肝,U+809D,gān,1
804,肛,U+809B,gāng,1
805,肚,U+809A,"dǔ, dù",1
806,肘,U+8098,zhǒu,1
807,肠,U+80A0,cháng,1
808,龟,U+9F9F,"guī, jūn, qiū",1
809,甸,U+7538,diàn,1
810,免,U+514D,miǎn,1
811,狂,U+72C2,kuáng,1
812,犹,U+72B9,yóu,1
813,狈,U+72C8,bèi,1
814,角,U+89D2,"jiǎo, jué",1
815,删,U+5220,shān,1
816,条,U+6761,tiáo,1
817,彤,U+5F64,tóng,1
818,卵,U+5375,luǎn,1
819,灸,U+7078,jiǔ,1
820,岛,U+5C9B,dǎo,1
821,刨,U+5228,"bào, páo",1
822,迎,U+8FCE,yíng,1
823,饭,U+996D,fàn,1
824,饮,U+996E,"yǐn, yìn",1
825,系,U+7CFB,"jì, xì",1
826,言,U+8A00,yán,1
827,冻,U+51BB,dòng,1
828,状,U+72B6,zhuàng,1
829,亩,U+4EA9,mǔ,1
830,况,U+51B5,kuàng,1
831,床,U+5E8A,chuáng,1
832,库,U+5E93,kù,1
833,庇,U+5E87,bì,1
834,疗,U+7597,liáo,1
835,吝,U+541D,lìn,1
836,应,U+5E94,"yīng, yìng",1
837,这,U+8FD9,zhè,1
838,冷,U+51B7,lěng,1
839,庐,U+5E90,lú,1
840,序,U+5E8F,xù,1
841,辛,U+8F9B,xīn,1
842,弃,U+5F03,qì,1
843,冶,U+51B6,yě,1
844,忘,U+5FD8,wàng,1
845,闰,U+95F0,rùn,1
846,闲,U+95F2,xián,1
847,间,U+95F4,"jiān, jiàn",1
848,闷,U+95F7,"mēn, mèn",1
849,判,U+5224,pàn,1
850,兑,U+5151,duì,1
851,灶,U+7076,zào,1
852,灿,U+707F,càn,1
853,灼,U+707C,zhuó,1
854,弟,U+5F1F,dì,1
855,汪,U+6C6A,wāng,1
856,沐,U+6C90,mù,1
857,沛,U+6C9B,pèi,1
858,汰,U+6C70,tài,1
859,沥,U+6CA5,lì,1
860,沙,U+6C99,"shā, shà",1
861,汽,U+6C7D,qì,1
862,沃,U+6C83,wò,1
863,沦,U+6CA6,lún,1
864,汹,U+6C79,xiōng,1
865,泛,U+6CDB,fàn,1
866,沧,U+6CA7,cāng,1
867,没,U+6CA1,"méi, mò",1
868,沟,U+6C9F,gōu,1
869,沪,U+6CAA,hù,1
870,沈,U+6C88,shěn,1
871,沉,U+6C89,chén,1
872,沁,U+6C81,qìn,1
873,怀,U+6000,huái,1
874,忧,U+5FE7,yōu,1
875,忱,U+5FF1,chén,1
876,快,U+5FEB,kuài,1
877,完,U+5B8C,wán,1
878,宋,U+5B8B,sòng,1
879,宏,U+5B8F,hóng,1
880,牢,U+7262,láo,1
881,究,U+7A76,jiū,1
882,穷,U+7A77,qióng,1
883,灾,U+707E,zāi,1
884,良,U+826F,liáng,1
885,证,U+8BC1,zhèng,1
886,启,U+542F,qǐ,1
887,评,U+8BC4,píng,1
888,补,U+8865,bǔ,1
889,初,U+521D,chū,1
890,社,U+793E,shè,1
891,祀,U+7940,sì,1
892,识,U+8BC6,"shí, zhì",1
893,诈,U+8BC8,zhà,1
894,诉,U+8BC9,sù,1
895,罕,U+7F55,hǎn,1
896,诊,U+8BCA,zhěn,1
897,词,U+8BCD,cí,1
898,译,U+8BD1,yì,1
899,君,U+541B,jūn,1
900,灵,U+7075,líng,1
901,即,U+5373,jí,1
902,层,U+5C42,céng,1
903,屁,U+5C41,pì,1
904,尿,U+5C3F,"niào, suī",1
905,尾,U+5C3E,"wěi, yǐ",1
906,迟,U+8FDF,chí,1
907,局,U+5C40,jú,1
908,改,U+6539,gǎi,1
909,张,U+5F20,zhāng,1
910,忌,U+5FCC,jì,1
911,际,U+9645,jì,1
912,陆,U+9646,"liù, lù",1
913,阿,U+963F,"ā, ē",1
914,陈,U+9648,chén,1
915,阻,U+963B,zǔ,1
916,附,U+9644,fù,1
917,坠,U+5760,zhuì,1
918,妓,U+5993,jì,1
919,妙,U+5999,miào,1
920,妖,U+5996,yāo,1
921,姊,U+59CA,zǐ,1
922,妨,U+59A8,fáng,1
923,妒,U+5992,dù,1
924,努,U+52AA,nǔ,1
925,忍,U+5FCD,rěn,1
926,劲,U+52B2,"jìn, jìng",1
927,矣,U+77E3,yǐ,1
928,鸡,U+9E21,jī,1
929,纬,U+7EAC,wěi,1
930,驱,U+9A71,qū,1
931,纯,U+7EAF,chún,1
932,纱,U+7EB1,shā,1
933,纲,U+7EB2,gāng,1
934,纳,U+7EB3,nà,1
935,驳,U+9A73,bó,1
936,纵,U+7EB5,zòng,1
937,纷,U+7EB7,fēn,1
938,纸,U+7EB8,zhǐ,1
939,纹,U+7EB9,wén,1
940,纺,U+7EBA,fǎng,1
941,驴,U+9A74,lǘ,1
942,纽,U+7EBD,niǔ,1
943,奉,U+5949,fèng,1
944,玩,U+73A9,wán,1
945,环,U+73AF,huán,1
946,武,U+6B66,wǔ,1
947,青,U+9752,qīng,1
948,责,U+8D23,zé,1
949,现,U+73B0,xiàn,1
950,玫,U+73AB,méi,1
951,表,U+8868,biǎo,1
952,规,U+89C4,guī,1
953,抹,U+62B9,"mā, mǒ, mò",1
954,卦,U+5366,guà,1
955,坷,U+5777,"kē, kě",1
956,坯,U+576F,pī,1
957,拓,U+62D3,"tà, tuò",1
958,拢,U+62E2,lǒng,1
959,拔,U+62D4,bá,1
960,坪,U+576A,píng,1
961,拣,U+62E3,jiǎn,1
962,坦,U+5766,tǎn,1
963,担,U+62C5,"dān, dàn",1
964,坤,U+5764,kūn,1
965,押,U+62BC,yā,1
966,抽,U+62BD,chōu,1
967,拐,U+62D0,guǎi,1
968,拖,U+62D6,tuō,1
969,者,U+8005,zhě,1
970,拍,U+62CD,pāi,1
971,顶,U+9876,dǐng,1
972,拆,U+62C6,chāi,1
973,拎,U+62CE,līn,1
974,拥,U+62E5,yōng,1
975,抵,U+62B5,dǐ,1
976,拘,U+62D8,jū,1
977,势,U+52BF,shì,1
978,抱,U+62B1,bào,1
979,拄,U+62C4,zhǔ,1
980,垃,U+5783,lā,1
981,拉,U+62C9,"lā, lá",1
982,拦,U+62E6,lán,1
983,幸,U+5E78,xìng,1
984,拌,U+62CC,bàn,1
985,拧,U+62E7,"níng, nǐng, nìng",1
986,拂,U+62C2,fú,1
987,拙,U+62D9,zhuō,1
988,招,U+62DB,zhāo,1
989,坡,U+5761,pō,1
990,披,U+62AB,pī,1
991,拨,U+62E8,bō,1
992,择,U+62E9,"zé, zhái",1
993,抬,U+62AC,tái,1
994,拇,U+62C7,mǔ,1
995,拗,U+62D7,"ào, niù",1
996,其,U+5176,qí,1
997,取,U+53D6,qǔ,1
998,茉,U+8309,mò,1
999,苦,U+82E6,kǔ,1
1000,昔,U+6614,xī,1
1001,苛,U+82DB,kē,1
1002,若,U+82E5,ruò,1
1003,茂,U+8302,mào,1
1004,苹,U+82F9,píng,1
1005,苗,U+82D7,miáo,1
1006,英,U+82F1,yīng,1
1007,苟,U+82DF,gǒu,1
1008,苑,U+82D1,yuàn,1
1009,苞,U+82DE,bāo,1
1010,范,U+8303,fàn,1
1011,直,U+76F4,zhí,1
1012,茁,U+8301,zhuó,1
1013,茄,U+8304,"jiā, qié",1
1014,茎,U+830E,jīng,1
1015,苔,U+82D4,"tāi, tái",1
1016,茅,U+8305,máo,1
1017,枉,U+6789,wǎng,1
1018,林,U+6797,lín,1
1019,枝,U+679D,zhī,1
1020,杯,U+676F,bēi,1
1021,枢,U+67A2,shū,1
1022,柜,U+67DC,"guì, jǔ",1
1023,枚,U+679A,méi,1
1024,析,U+6790,xī,1
1025,板,U+677F,bǎn,1
1026,松,U+677E,sōng,1
1027,枪,U+67AA,qiāng,1
1028,枫,U+67AB,fēng,1
1029,构,U+6784,gòu,1
1030,杭,U+676D,háng,1
1031,杰,U+6770,jié,1
1032,述,U+8FF0,shù,1
1033,枕,U+6795,zhěn,1
1034,丧,U+4E27,"sāng, sàng",1
1035,或,U+6216,huò,1
1036,画,U+753B,huà,1
1037,卧,U+5367,wò,1
1038,事,U+4E8B,shì,1
1039,刺,U+523A,"cī, cì",1
1040,枣,U+67A3,zǎo,1
1041,雨,U+96E8,yǔ,1
1042,卖,U+5356,mài,1
1043,郁,U+90C1,yù,1
1044,矾,U+77FE,fán,1
1045,矿,U+77FF,kuàng,1
1046,码,U+7801,mǎ,1
1047,厕,U+5395,cè,1
1048,奈,U+5948,nài,1
1049,奔,U+5954,"bēn, bèn",1
1050,奇,U+5947,"jī, qí",1
1051,奋,U+594B,fèn,1
1052,态,U+6001,tài,1
1053,欧,U+6B27,ōu,1
1054,殴,U+6BB4,ōu,1
1055,垄,U+5784,lǒng,1
1056,妻,U+59BB,qī,1
1057,轰,U+8F70,hōng,1
1058,顷,U+9877,qǐng,1
1059,转,U+8F6C,"zhuǎn, zhuàn",1
1060,斩,U+65A9,zhǎn,1
1061,轮,U+8F6E,lún,1
1062,软,U+8F6F,ruǎn,1
1063,到,U+5230,dào,1
1064,非,U+975E,fēi,1
1065,叔,U+53D4,shū,1
1066,歧,U+6B67,qí,1
1067,肯,U+80AF,kěn,1
1068,齿,U+9F7F,chǐ,1
1069,些,U+4E9B,xiē,1
1070,卓,U+5353,zhuó,1
1071,虎,U+864E,hǔ,1
1072,虏,U+864F,lǔ,1
1073,肾,U+80BE,shèn,1
1074,贤,U+8D24,xián,1
1075,尚,U+5C1A,shàng,1
1076,旺,U+65FA,wàng,1
1077,具,U+5177,jù,1
1078,味,U+5473,wèi,1
1079,果,U+679C,guǒ,1
1080,昆,U+6606,kūn,1
1081,国,U+56FD,guó,1
1082,哎,U+54CE,āi,1
1083,咕,U+5495,gū,1
1084,昌,U+660C,chāng,1
1085,呵,U+5475,hē,1
1086,畅,U+7545,chàng,1
1087,明,U+660E,míng,1
1088,易,U+6613,yì,1
1089,咙,U+5499,lóng,1
1090,昂,U+6602,áng,1
1091,迪,U+8FEA,dí,1
1092,典,U+5178,diǎn,1
1093,固,U+56FA,gù,1
1094,忠,U+5FE0,zhōng,1
1095,呻,U+547B,shēn,1
1096,咒,U+5492,zhòu,1
1097,咋,U+548B,"zǎ, zé, zhā",1
1098,咐,U+5490,fù,1
1099,呼,U+547C,hū,1
1100,鸣,U+9E23,míng,1
1101,咏,U+548F,yǒng,1
1102,呢,U+5462,"ne, ní",1
1103,咄,U+5484,duō,1
1104,咖,U+5496,"gā, kā",1
1105,岸,U+5CB8,àn,1
1106,岩,U+5CA9,yán,1
1107,帖,U+5E16,"tiē, tiě, tiè",1
1108,罗,U+7F57,luó,1
1109,帜,U+5E1C,zhì,1
1110,帕,U+5E15,pà,1
1111,岭,U+5CAD,lǐng,1
1112,凯,U+51EF,kǎi,1
1113,败,U+8D25,bài,1
1114,账,U+8D26,zhàng,1
1115,贩,U+8D29,fàn,1
1116,贬,U+8D2C,biǎn,1
1117,购,U+8D2D,gòu,1
1118,贮,U+8D2E,zhù,1
1119,图,U+56FE,tú,1
1120,钓,U+9493,diào,1
1121,制,U+5236,zhì,1
1122,知,U+77E5,zhī,1
1123,迭,U+8FED,dié,1
1124,氛,U+6C1B,fēn,1
1125,垂,U+5782,chuí,1
1126,牧,U+7267,mù,1
1127,物,U+7269,wù,1
1128,乖,U+4E56,guāi,1
1129,刮,U+522E,guā,1
1130,秆,U+79C6,gǎn,1
1131,和,U+548C,"hé, hè, hú, huó, huò, huo",1
1132,季,U+5B63,jì,1
1133,委,U+59D4,wěi,1
1134,秉,U+79C9,bǐng,1
1135,佳,U+4F73,jiā,1
1136,侍,U+4F8D,shì,1
1137,岳,U+5CB3,yuè,1
1138,供,U+4F9B,"gōng, gòng",1
1139,使,U+4F7F,shǐ,1
1140,例,U+4F8B,lì,1
1141,侠,U+4FA0,xiá,1
1142,侥,U+4FA5,"jiǎo, yáo",1
1143,版,U+7248,bǎn,1
1144,侄,U+4F84,zhí,1
1145,侦,U+4FA6,zhēn,1
1146,侣,U+4FA3,lǚ,1
1147,侧,U+4FA7,cè,1
1148,凭,U+51ED,píng,1
1149,侨,U+4FA8,qiáo,1
1150,佩,U+4F69,pèi,1
1151,货,U+8D27,huò,1
1152,侈,U+4F88,chǐ,1
1153,依,U+4F9D,yī,1
1154,卑,U+5351,bēi,1
1155,的,U+7684,"de, dī, dí, dì",1
1156,迫,U+8FEB,"pǎi, pò",1
1157,质,U+8D28,zhì,1
1158,欣,U+6B23,xīn,1
1159,征,U+5F81,zhēng,1
1160,往,U+5F80,wǎng,1
1161,爬,U+722C,pá,1
1162,彼,U+5F7C,bǐ,1
1163,径,U+5F84,jìng,1
1164,所,U+6240,suǒ,1
1165,舍,U+820D,"shě, shè",1
1166,金,U+91D1,jīn,1
1167,刹,U+5239,"chà, shā",1
1168,命,U+547D,mìng,1
1169,肴,U+80B4,yáo,1
1170,斧,U+65A7,fǔ,1
1171,爸,U+7238,bà,1
1172,采,U+91C7,"cǎi, cài",1
1173,觅,U+89C5,mì,1
1174,受,U+53D7,shòu,1
1175,乳,U+4E73,rǔ,1
1176,贪,U+8D2A,tān,1
1177,念,U+5FF5,niàn,1
1178,贫,U+8D2B,pín,1
1179,忿,U+5FFF,fèn,1
1180,肤,U+80A4,fū,1
1181,肺,U+80BA,fèi,1
1182,肢,U+80A2,zhī,1
1183,肿,U+80BF,zhǒng,1
1184,胀,U+80C0,zhàng,1
1185,朋,U+670B,péng,1
1186,股,U+80A1,gǔ,1
1187,肮,U+80AE,āng,1
1188,肪,U+80AA,fáng,1
1189,肥,U+80A5,féi,1
1190,服,U+670D,"fú, fù",1
1191,胁,U+80C1,xié,1
1192,周,U+5468,zhōu,1
1193,昏,U+660F,hūn,1
1194,鱼,U+9C7C,yú,1
1195,兔,U+5154,tù,1
1196,狐,U+72D0,hú,1
1197,忽,U+5FFD,hū,1
1198,狗,U+72D7,gǒu,1
1199,狞,U+72DE,níng,1
1200,备,U+5907,bèi,1
1201,饰,U+9970,shì,1
1202,饱,U+9971,bǎo,1
1203,饲,U+9972,sì,1
1204,变,U+53D8,biàn,1
1205,京,U+4EAC,jīng,1
1206,享,U+4EAB,xiǎng,1
1207,庞,U+5E9E,páng,1
1208,店,U+5E97,diàn,1
1209,夜,U+591C,yè,1
1210,庙,U+5E99,miào,1
1211,府,U+5E9C,fǔ,1
1212,底,U+5E95,dǐ,1
1213,疟,U+759F,"nüè, yào",1
1214,疙,U+7599,gē,1
1215,疚,U+759A,jiù,1
1216,剂,U+5242,jì,1
1217,卒,U+5352,"cù, zú",1
1218,郊,U+90CA,jiāo,1
1219,庚,U+5E9A,gēng,1
1220,废,U+5E9F,fèi,1
1221,净,U+51C0,jìng,1
1222,盲,U+76F2,máng,1
1223,放,U+653E,fàng,1
1224,刻,U+523B,kè,1
1225,育,U+80B2,yù,1
1226,氓,U+6C13,máng,1
1227,闸,U+95F8,zhá,1
1228,闹,U+95F9,nào,1
1229,郑,U+90D1,zhèng,1
1230,券,U+5238,"quàn, xuàn",1
1231,卷,U+5377,"juǎn, juàn",1
1232,单,U+5355,"chán, dān, shàn",1
1233,炬,U+70AC,jù,1
1234,炒,U+7092,chǎo,1
1235,炊,U+708A,chuī,1
1236,炕,U+7095,kàng,1
1237,炎,U+708E,yán,1
1238,炉,U+7089,lú,1
1239,沫,U+6CAB,mò,1
1240,浅,U+6D45,qiǎn,1
1241,法,U+6CD5,fǎ,1
1242,泄,U+6CC4,xiè,1
1243,沽,U+6CBD,gū,1
1244,河,U+6CB3,hé,1
1245,沾,U+6CBE,zhān,1
1246,泪,U+6CEA,lèi,1
1247,沮,U+6CAE,jǔ,1
1248,油,U+6CB9,yóu,1
1249,泊,U+6CCA,"bó, pō",1
1250,沿,U+6CBF,yán,1
1251,泡,U+6CE1,"pāo, pào",1
1252,注,U+6CE8,zhù,1
1253,泣,U+6CE3,qì,1
1254,泞,U+6CDE,nìng,1
1255,泻,U+6CFB,xiè,1
1256,泌,U+6CCC,"bì, mì",1
1257,泳,U+6CF3,yǒng,1
1258,泥,U+6CE5,"ní, nì",1
1259,沸,U+6CB8,fèi,1
1260,沼,U+6CBC,zhǎo,1
1261,波,U+6CE2,bō,1
1262,泼,U+6CFC,pō,1
1263,泽,U+6CFD,zé,1
1264,治,U+6CBB,zhì,1
1265,怔,U+6014,zhèng,1
1266,怯,U+602F,qiè,1
1267,怖,U+6016,bù,1
1268,性,U+6027,xìng,1
1269,怕,U+6015,pà,1
1270,怜,U+601C,lián,1
1271,怪,U+602A,guài,1
1272,怡,U+6021,yí,1
1273,学,U+5B66,xué,1
1274,宝,U+5B9D,bǎo,1
1275,宗,U+5B97,zōng,1
1276,定,U+5B9A,dìng,1
1277,宠,U+5BA0,chǒng,1
1278,宜,U+5B9C,yí,1
1279,审,U+5BA1,shěn,1
1280,宙,U+5B99,zhòu,1
1281,官,U+5B98,guān,1
1282,空,U+7A7A,"kōng, kòng",1
1283,帘,U+5E18,lián,1
1284,宛,U+5B9B,wǎn,1
1285,实,U+5B9E,shí,1
1286,试,U+8BD5,shì,1
1287,郎,U+90CE,"láng, làng",1
1288,诗,U+8BD7,shī,1
1289,肩,U+80A9,jiān,1
1290,房,U+623F,fáng,1
1291,诚,U+8BDA,chéng,1
1292,衬,U+886C,chèn,1
1293,衫,U+886B,shān,1
1294,视,U+89C6,shì,1
1295,祈,U+7948,qí,1
1296,话,U+8BDD,huà,1
1297,诞,U+8BDE,dàn,1
1298,诡,U+8BE1,guǐ,1
1299,询,U+8BE2,xún,1
1300,该,U+8BE5,gāi,1
1301,详,U+8BE6,xiáng,1
1302,建,U+5EFA,jiàn,1
1303,肃,U+8083,sù,1
1304,录,U+5F55,lù,1
1305,隶,U+96B6,lì,1
1306,帚,U+5E1A,zhǒu,1
1307,屉,U+5C49,tì,1
1308,居,U+5C45,jū,1
1309,届,U+5C4A,jiè,1
1310,刷,U+5237,"shuā, shuà",1
1311,屈,U+5C48,qū,1
1312,弧,U+5F27,hú,1
1313,弥,U+5F25,mí,1
1314,弦,U+5F26,xián,1
1315,承,U+627F,chéng,1
1316,孟,U+5B5F,mèng,1
1317,陋,U+964B,lòu,1
1318,陌,U+964C,mò,1
1319,孤,U+5B64,gū,1
1320,陕,U+9655,shǎn,1
1321,降,U+964D,"jiàng, xiáng",1
1322,函,U+51FD,hán,1
1323,限,U+9650,xiàn,1
1324,妹,U+59B9,mèi,1
1325,姑,U+59D1,gū,1
1326,姐,U+59D0,jiě,1
1327,姓,U+59D3,xìng,1
1328,妮,U+59AE,nī,1
1329,始,U+59CB,shǐ,1
1330,姆,U+59C6,mǔ,1
1331,迢,U+8FE2,tiáo,1
1332,驾,U+9A7E,jià,1
1333,叁,U+53C1,sān,1
1334,参,U+53C2,"cān, cēn, shēn",1
1335,艰,U+8270,jiān,1
1336,线,U+7EBF,xiàn,1
1337,练,U+7EC3,liàn,1
1338,组,U+7EC4,zǔ,1
1339,绅,U+7EC5,shēn,1
1340,细,U+7EC6,xì,1
1341,驶,U+9A76,shǐ,1
1342,织,U+7EC7,zhī,1
1343,驹,U+9A79,jū,1
1344,终,U+7EC8,zhōng,1
1345,驻,U+9A7B,zhù,1
1346,绊,U+7ECA,bàn,1
1347,驼,U+9A7C,tuó,1
1348,绍,U+7ECD,shào,1
1349,绎,U+7ECE,yì,1
1350,经,U+7ECF,"jīng, jìng",1
1351,贯,U+8D2F,guàn,1
1352,契,U+5951,qì,1
1353,贰,U+8D30,èr,1
1354,奏,U+594F,zòu,1
1355,春,U+6625,chūn,1
1356,帮,U+5E2E,bāng,1
1357,玷,U+73B7,diàn,1
1358,珍,U+73CD,zhēn,1
1359,玲,U+73B2,líng,1
1360,珊,U+73CA,shān,1
1361,玻,U+73BB,bō,1
1362,毒,U+6BD2,dú,1
1363,型,U+578B,xíng,1
1364,拭,U+62ED,shì,1
1365,挂,U+6302,guà,1
1366,封,U+5C01,fēng,1
1367,持,U+6301,chí,1
1368,拷,U+62F7,kǎo,1
1369,拱,U+62F1,gǒng,1
1370,项,U+9879,xiàng,1
1371,垮,U+57AE,kuǎ,1
1372,挎,U+630E,kuà,1
1373,城,U+57CE,chéng,1
1374,挟,U+631F,xié,1
1375,挠,U+6320,náo,1
1376,政,U+653F,zhèng,1
1377,赴,U+8D74,fù,1
1378,赵,U+8D75,zhào,1
1379,挡,U+6321,"dǎng, dàng",1
1380,拽,U+62FD,zhuài,1
1381,哉,U+54C9,zāi,1
1382,挺,U+633A,tǐng,1
1383,括,U+62EC,kuò,1
1384,垢,U+57A2,gòu,1
1385,拴,U+62F4,shuān,1
1386,拾,U+62FE,"shè, shí",1
1387,挑,U+6311,"tiāo, tiǎo",1
1388,垛,U+579B,"duǒ, duò",1
1389,指,U+6307,zhǐ,1
1390,垫,U+57AB,diàn,1
1391,挣,U+6323,"zhēng, zhèng",1
1392,挤,U+6324,jǐ,1
1393,拼,U+62FC,pīn,1
1394,挖,U+6316,wā,1
1395,按,U+6309,àn,1
1396,挥,U+6325,huī,1
1397,挪,U+632A,nuó,1
1398,拯,U+62EF,zhěng,1
1399,某,U+67D0,mǒu,1
1400,甚,U+751A,shèn,1
1401,荆,U+8346,jīng,1
1402,茸,U+8338,róng,1
1403,革,U+9769,gé,1
1404,茬,U+832C,chá,1
1405,荐,U+8350,jiàn,1
1406,巷,U+5DF7,"hàng, xiàng",1
1407,带,U+5E26,dài,1
1408,草,U+8349,cǎo,1
1409,茧,U+8327,jiǎn,1
1410,茵,U+8335,yīn,1
1411,茶,U+8336,chá,1
1412,荒,U+8352,huāng,1
1413,茫,U+832B,máng,1
1414,荡,U+8361,dàng,1
1415,荣,U+8363,róng,1
1416,荤,U+8364,hūn,1
1417,荧,U+8367,yíng,1
1418,故,U+6545,gù,1
1419,胡,U+80E1,hú,1
1420,荫,U+836B,"yīn, yìn",1
1421,荔,U+8354,lì,1
1422,南,U+5357,"nā, nán",1
1423,药,U+836F,yào,1
1424,标,U+6807,biāo,1
1425,栈,U+6808,zhàn,1
1426,柑,U+67D1,gān,1
1427,枯,U+67AF,kū,1
1428,柄,U+67C4,bǐng,1
1429,栋,U+680B,dòng,1
1430,相,U+76F8,"xiāng, xiàng",1
1431,查,U+67E5,"chá, zhā",1
1432,柏,U+67CF,"bǎi, bó",1
1433,栅,U+6805,"shān, zhà",1
1434,柳,U+67F3,liǔ,1
1435,柱,U+67F1,zhù,1
1436,柿,U+67FF,shì,1
1437,栏,U+680F,lán,1
1438,柠,U+67E0,níng,1
1439,树,U+6811,shù,1
1440,勃,U+52C3,bó,1
1441,要,U+8981,"yāo, yào",1
1442,柬,U+67EC,jiǎn,1
1443,咸,U+54B8,xián,1
1444,威,U+5A01,wēi,1
1445,歪,U+6B6A,wāi,1
1446,研,U+7814,yán,1
1447,砖,U+7816,zhuān,1
1448,厘,U+5398,lí,1
1449,厚,U+539A,hòu,1
1450,砌,U+780C,qì,1
1451,砂,U+7802,shā,1
1452,泵,U+6CF5,bèng,1
1453,砚,U+781A,yàn,1
1454,砍,U+780D,kǎn,1
1455,面,U+9762,miàn,1
1456,耐,U+8010,nài,1
1457,耍,U+800D,shuǎ,1
1458,牵,U+7275,qiān,1
1459,鸥,U+9E25,ōu,1
1460,残,U+6B8B,cán,1
1461,殃,U+6B83,yāng,1
1462,轴,U+8F74,"zhóu, zhòu",1
1463,轻,U+8F7B,qīng,1
1464,鸦,U+9E26,yā,1
1465,皆,U+7686,jiē,1
1466,韭,U+97ED,jiǔ,1
1467,背,U+80CC,"bēi, bèi",1
1468,战,U+6218,zhàn,1
1469,点,U+70B9,diǎn,1
1470,虐,U+8650,nüè,1
1471,临,U+4E34,lín,1
1472,览,U+89C8,lǎn,1
1473,竖,U+7AD6,shù,1
1474,省,U+7701,"shěng, xǐng",1
1475,削,U+524A,"xiāo, xuē",1
1476,尝,U+5C1D,cháng,1
1477,昧,U+6627,mèi,1
1478,盹,U+76F9,dǔn,1
1479,是,U+662F,shì,1
1480,盼,U+76FC,pàn,1
1481,眨,U+7728,zhǎ,1
1482,哇,U+54C7,"wā, wa",1
1483,哄,U+54C4,"hōng, hǒng, hòng",1
1484,哑,U+54D1,"yā, yǎ",1
1485,显,U+663E,xiǎn,1
1486,冒,U+5192,mào,1
1487,映,U+6620,yìng,1
1488,星,U+661F,xīng,1
1489,昨,U+6628,zuó,1
1490,咧,U+54A7,"liē, liě",1
1491,昭,U+662D,zhāo,1
1492,畏,U+754F,wèi,1
1493,趴,U+8DB4,pā,1
1494,胃,U+80C3,wèi,1
1495,贵,U+8D35,guì,1
1496,界,U+754C,jiè,1
1497,虹,U+8679,"hóng, jiàng",1
1498,虾,U+867E,xiā,1
1499,蚁,U+8681,yǐ,1
1500,思,U+601D,sī,1
1501,蚂,U+8682,"mǎ, mà",1
1502,虽,U+867D,suī,1
1503,品,U+54C1,pǐn,1
1504,咽,U+54BD,"yān, yàn, yè",1
1505,骂,U+9A82,mà,1
1506,勋,U+52CB,xūn,1
1507,哗,U+54D7,"huā, huá",1
1508,咱,U+54B1,zán,1
1509,响,U+54CD,xiǎng,1
1510,哈,U+54C8,"hā, hǎ, hà",1
1511,哆,U+54C6,duō,1
1512,咬,U+54AC,yǎo,1
1513,咳,U+54B3,"hāi, ké",1
1514,咪,U+54AA,"mī, mǐ",1
1515,哪,U+54EA,"nǎ, na, né",1
1516,哟,U+54DF,"yō, yo",1
1517,炭,U+70AD,tàn,1
1518,峡,U+5CE1,xiá,1
1519,罚,U+7F5A,fá,1
1520,贱,U+8D31,jiàn,1
1521,贴,U+8D34,tiē,1
1522,贻,U+8D3B,yí,1
1523,骨,U+9AA8,"gū, gǔ",1
1524,幽,U+5E7D,yōu,1
1525,钙,U+9499,gài,1
1526,钝,U+949D,dùn,1
1527,钞,U+949E,chāo,1
1528,钟,U+949F,zhōng,1
1529,钢,U+94A2,"gāng, gàng",1
1530,钠,U+94A0,nà,1
1531,钥,U+94A5,"yào, yuè",1
1532,钦,U+94A6,qīn,1
1533,钧,U+94A7,jūn,1
1534,钩,U+94A9,gōu,1
1535,钮,U+94AE,niǔ,1
1536,卸,U+5378,xiè,1
1537,缸,U+7F38,gāng,1
1538,拜,U+62DC,"bái, bài",1
1539,看,U+770B,"kān, kàn",1
1540,矩,U+77E9,jǔ,1
1541,毡,U+6BE1,zhān,1
1542,氢,U+6C22,qīng,1
1543,怎,U+600E,zěn,1
1544,牲,U+7272,shēng,1
1545,选,U+9009,xuǎn,1
1546,适,U+9002,shì,1
1547,秒,U+79D2,miǎo,1
1548,香,U+9999,xiāng,1
1549,种,U+79CD,"chóng, zhǒng, zhòng",1
1550,秋,U+79CB,qiū,1
1551,科,U+79D1,kē,1
1552,重,U+91CD,"chóng, zhòng",1
1553,复,U+590D,fù,1
1554,竿,U+7AFF,gān,1
1555,段,U+6BB5,duàn,1
1556,便,U+4FBF,"biàn, pián",1
1557,俩,U+4FE9,"liǎ, liǎng",1
1558,贷,U+8D37,dài,1
1559,顺,U+987A,shùn,1
1560,修,U+4FEE,xiū,1
1561,俏,U+4FCF,qiào,1
1562,保,U+4FDD,bǎo,1
1563,促,U+4FC3,cù,1
1564,俄,U+4FC4,é,1
1565,俐,U+4FD0,lì,1
1566,侮,U+4FAE,wǔ,1
1567,俭,U+4FED,jiǎn,1
1568,俗,U+4FD7,sú,1
1569,俘,U+4FD8,fú,1
1570,信,U+4FE1,xìn,1
1571,皇,U+7687,huáng,1
1572,泉,U+6CC9,quán,1
1573,鬼,U+9B3C,guǐ,1
1574,侵,U+4FB5,qīn,1
1575,禹,U+79B9,yǔ,1
1576,侯,U+4FAF,"hóu, hòu",1
1577,追,U+8FFD,zhuī,1
